exam_schedule,the students number in each time slot,courses,
0,1401,aca839481ddf80e49ede72696d51dbd0,5a36190df0c40769ed2c6169702377f4,80c0735854df83c4a528b494dc2c3d40,908e755abfa29c58385dd95a69f53ac7,acc6553a22a9b013bcad014adef76358,179c8aa21194c7996965423a9c79fef0,578f41fa034c8976602f4d0ad39ac9ac,cb9838b368a99e0e3cf579a9d243ceac,e268383d8234305b41e159c0367bbeff,1edaf2dc86f1c2dd6bd2d1ed40893660,ed65bd9848d1ea014d7b5a8b6c734d69,cec8c9e2507b0b42a3e6ce8eb955ab08,bb6726cbe6db7c1f7cc785a28f2cef63,e4a5f72ae0ee8bee80a5b833f29b2a0d,c5839ade363dda4f6d8b80fbed2e5c01,8cad4593492c937a057012f0facad5f1,12142c6abf51484e2695563993560256,9254bc2d0d97e2145d90ef40ffd66cd3,4eee034939ae58393ec253c72bee1ce0,1798131b8b674f11d51579bce16ca544,f1e428984578baaa93eb9ad006dfede7,4b1a05a3c546e03fa5029e71f8bbdf03,b1808c55b8a09285d0f624b48aa7b46c,45eed4577d667f7a13c42b37ec13bb68,1dd7c3f86398169b9d359235c9255bab,e2504fc7af728dbd36ba63b2c26f4e82,bcaaa5beb2dc79cb93ddb35769f33ae5,4ec1dafe738d5aeb5a86186d9f00faf9,27f836ba98913b11d66186d6a7685ec4,ea1e27aceed0128fa2478df84747b9ab,cab79bc37369b493e4319552d6c372d2,befe9f1b382ca08dfe7b35789577e38b,be3960f038017a5f4217e8e055fe12e2,3c527b6a93ee2a1cb6eff1442f27d4e8,dd037b99a91150a53c661891aaa4309f,8c909980b3fd23fba850c9b701f33bfd,69e1b1fb45df834922501320f4c5aac1,
1,1532,c79be3b35b291dade02beb43bcb64674,a7ace5a53b5d51611355ec1fc8791b83,55a732f7a33f79ae981191e947206bdf,29e509b79ff084bd99c9710e3e552798,0141d06a871e0a5779339763f31c298b,e703eb1758b283f5e517d8c02bf2e7cf,
2,1437,3490f52237d89d778c3a60e9badfe450,bc76b4b24bdabf2784757572505ad92d,1afc1a781166981c737fe40ccc5c6a7e,bc3876958c6f56feb902e5b4a645c70f,4b2bcde2768e9e9dcaf1406eb4f5e69a,157f048fce3f5d3eca4949494718784b,2c8d420bb6cdd5797af7eef36ad76b45,cc163fec733b73832766e7ef17720212,e95061ceca15bba8cd95bb27197de41e,0633b382fa85d9f1643c258e37076610,727c7299f176b7e218aebf24dc8ca0ce,3c244204ae9cdc534e6928f6c0fce1ef,865de26f1fe501820e9ba002b73869ff,186b65182569761d74bddfab7ec85891,aae8074fb94282245951eb955442aebb,7417713259b2f201e2a83a8a4498167c,cbd7823d71bba929606f376a4792326a,a1a19237ed7d0852e184f69cd8226032,e2ad28b95982f35d59889884103511b1,98e3f0a5ade34c7eda215c08968acc1f,9f785a6aa407f3118ba113e2d593ffe9,4f2985489cfa7aca9f282a1d75e2315c,8977d1ec98ae44d714d3089fec161781,2e6e2e9c7eeba13173c39f73e7445769,34828919632dcfda7b02c33c0feb1b47,
3,1479,59fac0bdc894cb8a56c089a61f3fd4ab,7c5baed522607ce312a9aa9bd0df6a79,1aaa82c9af9b5bb08d723ab9ff21bd21,b283121f332a075d6bf23ecf9e79e3fd,286ec91d5ba5e4d85f5aa91d81660f0d,02ae650fc027c96b274ddd4a8c36be4b,d7aa6ec90804ae400a1fce9482a1493a,eef49b95f1c841d1c9c220bdca33aca9,d0adc9e69f8ae4ef5dc6b67504c65e12,6db82e38ba406c5fcf6e22dcfef9bfdf,03f10797eaac21d0c0e49c1fc68b7e43,0c4096f3028c7bf59ba2464cdb03cb31,2ae387b5f21c9bafe4314a4ea200ffdd,79ab8d2e740c21eafeb03421f5c3067b,027f7dfe30f9b6f542660b21b591bd13,9f04fcfad2dd77b4be46b7dd568bd634,35dc072e79aef35cc1c4dc353154d0ca,fd3e6aa84cee2a4e6e3a256eab9167e4,1be3a6ce273ebc2a886647e63281eb01,5305d1f34e3f61d09e4b78bace71d2c1,d51c77ba7f9d48e0ec736c9717fb9260,1c517856112aa0d2a2bbadc22f6e0741,13938d406281a86855e3dae7ab1a4f33,af12bb400d0e096b4f26d3b7ea2854ab,1cf8f8d8e72f2af7afd81ec912067285,
4,1434,7b0c6e4a84939e9df7fb36bf4e644054,cf5a1fc1454d21a89bd208f2ed871720,bead46439c2ce5871909462227eb84de,864d3196032b5498591f78b1d46a7562,71b66312e764fc5bda51389e07fe38fc,500aa64e4cdb2b458c8e1cad5c022297,c4dbf3e6cf3658fbe8cd0fbf1378f6d1,dcfe4e47c0cb9c61e4c1d4a469d9e0d6,e55c1ed5c6bf2330cd02a76fd9e7c159,
5,1465,e0c76f59d60774dc3495261839d7d275,d7d34606c29589d9a3ca06acde8318ec,
6,1475,d3b1f5c7cef4126d4e2fa6b22decd3c5,
7,1551,c57f45abf69a946f03024b144a941b8b,
8,1488,3d00d07d1fe17b40cff247ea2bb0633b,4f055fd4990e1fed85c37469b4b46d6a,d87d1212bf2471fbca7816cbeddc9106,df44b884635938bb83eb58918a4dd40d,b29e83ecd9fc0bc1464e9d661a0fec49,1a0ce615017d912c061a343165dd179f,ca0b399c5b11c9c415373dec044823f0,1e1c52b6dbd668c1270a59723c7e2fe4,f2b7ab0d83102f34bc9319cd3cd4a7ce,99c774e4c5c8aafbdda81f61dd507751,1d1a9c965764eab77f4da4993b9db8da,8d36d1af824c98fbfb1cd0cca633d904,4d1ff5b70b46ced8ff15e79e55be6204,f187a11382fdd9a0bf22c37af16076eb,edbc14949433cff9156b8f426086f53a,6cebe1309541c3e37bc458ac59c9d25c,300203e506ad3909528357ea478e85bf,79eaf797376802e0d9317520b5a22a1b,2c607243325003016106c74db7c8549a,561e80d1f626ca2cead18e68f82fcfa2,ce3197f729e8f4c72acb2207a5f357e0,84edcc7a61b64a11ae991bdff661bd61,2617126c3587f7131fa90452fd60390f,62a0e34ff22878321968d2cb7b23592b,997519c9e8477c05eb72ab8c3f4a6e21,eb5907e3bcba5cc97efd4a8a32f16b5a,441c1232d9f3033b64938c3a4eb96a73,d0d543d17f495f3825b9cbd5738e2446,34a25b16a2bbe70db35c4235f6f19179,290fb4de9ea8b663f22782270a6efea2,0888ad58f09372be9fa381b1c76291f0,54b1226c7478cf1ff61ae8f5fd0d7944,0dc7a6370e641e3ed45f1650e324362c,66c4df726a39443767cae472aa13fd9e,3d840fa4345b5d12a7fbe3bfab4adc5d,c4fcd5d5add48f419c80b699d709be5c,19d2a7ea99d8a8aad2d8a4c3cf7a2da5,cd514ef0991aab55195b3f24747a7565,539161bdc41ba5bc75b356c448778af9,b0885a61a9c0b6988ffb36afe5e594d5,
9,1493,52883dd431f20d62d377694c9136a4d8,0517f568f950f031c2fe14ae7c56c2ff,0d1067d5df63986001ca73195d65d63b,7bc40b76c36e546c7494a77e02a47936,45e1a9f9b3a64c1e247df60dd3d8767f,7bf738f1b2eaad0d709bd35f9a66ab61,
10,1423,6c04de1d6873bcc03813d0d1a9f73136,b8ca836e5ab5abe6cb7a37b8419abf64,39581917be43b5344a15c9d1a110caf8,38d0a4ff93376edf1641caa78a5569c4,f04ea1adf1178f15283aef37b3f6e606,e8d35fc47a4d992fbed079057b95df2f,9e006aa876ece0627e3f2ae9e73f6e13,9986a3b7d5aa0b26e9765234ba8fc5e1,440be79dd061a40dbe4b3c305a34ddec,9dcf12290e6a46c986dae3ede46c44c8,dc78e90c3a10a5b3118d431b48407a04,d22b48e05e80bcf9b806008e70c1cba6,3f696793ee959ca54e4b47e2de92bcb4,1f58378a72294ab3b64e2a36141a7073,3e6c3b0b217ca55ab38d3bc1a09b6fa9,3d582eb26695667722f4b3bbb07d7321,6dd0630c5d02dd7f2672fff031be13eb,3ead237bb3d59feaa4584ee97131eeeb,
11,1428,3b52441a72671a73df9f11e5b8a321e3,922e7377e86d9d4aebd05a6728c99155,1c242c3e71e42facb2de5d33c0e9632b,585ffb3e4f06149d6523d81399f5c36f,7af3fd9d87418aa2ea2d7328fe957876,390fc10f5130289bff0f46664c40efec,0a1f04139daeb5926e18dc61623f6cc5,6bbcb43c01f5de81c4d83e92f7244529,5d1e0173bf25db134af14cbbd858c073,18eb1ca5285c198efc872c0649456daf,1ac8c3cc02232616f96ce6534b8ce3ff,a88241eb0a32919a221d6ba1d0e39eb0,0a661e3941ea326fafcc03b21694c74f,f405b0cb24ae67be06309e8cc78b4eb3,91378aeb6adf8657f42a4412fc6e8e6a,0bd55c2108bfccf44a5433de5f3fe4bc,
12,1431,9aea985a233c008fea729856248866f0,2a8bc16c583893bcf31bee4c57aa97f3,2bc587c8a7be50acac663c1cf0fcab44,dc477c14ee40eaa15a37cc6305522c7e,e3fea695100f4d5acd63b736099b657d,9b35d6227c23e0e4469f953d1aee7278,17b79a57bf6eef2f5646605baf812b32,877ffedfbf72b04fee8e26fe7918d048,8196430df594d6ef09ed9822fdd76a39,795604d0659ed729a144c88b34e8de3f,7d7e18dc44151da1ccc7dbf6af5b2b07,f763c149c2da4db31b5fe1c947217af5,291a78044f965cc1889c222e15bd9721,45968f416863048d45df37a795dc598b,8c183515d32aa1ede46381ca0a353d42,
13,1517,8f6e9b6970ade85128e9a235cc5a0400,
